Max_Ve,Min_Ve,Avg_Ve,Std_Ve,is_error,N
26,19.60,22.87,1.68,0,601
29.80,22.40,26.12,2.05,0,602
31,23.10,25.57,1.95,0,603
27.70,20.20,22.76,1.78,0,604
28.90,22.80,25.52,1.76,0,605
29.30,21.30,25.87,2.09,0,606
32.20,20,24.21,2.86,0,607
28.30,22.60,25.04,1.54,0,608
29.50,21.60,26.16,2.06,0,609
25.10,19.30,22.19,1.34,0,610
25.70,20.70,23.30,1.21,0,611
28.20,22.80,25.74,1.27,0,612
28.50,22.60,26.19,1.61,0,613
30.20,22.60,25.65,1.80,0,614
29.40,21.70,24.72,1.87,0,615
27.60,20.20,23.47,1.69,0,616
32.10,24.20,26.43,1.91,0,617
30.20,22.40,25.51,1.78,0,618
26.40,21.10,23.05,1.50,0,619
32,20,26.50,2.54,0,620
27.90,21.20,24.40,1.84,0,621
29.80,20.20,23.46,2.32,0,622
24.70,19.70,22.17,1.42,0,623
30.20,21.40,26.20,2.22,0,624
27.60,21.80,25.77,1.65,0,625
30.90,24.50,27.84,1.37,0,626
28.30,21.70,24.71,1.59,0,627
26.40,22.90,24.49,1.10,0,628
30.40,24,27.26,1.83,0,629
27,20.40,24.11,1.79,0,630
30,22.80,25.64,2.18,0,631
25.30,18.80,22.48,1.60,0,632
27.50,21,24.37,1.34,0,633
31.70,22.20,26.84,2.32,0,634
25.20,20.40,23.17,1.33,0,635
24.70,17.60,20.02,1.70,0,636
30.60,20.80,25.12,2.32,0,637
26.40,21,24.13,1.46,0,638
26.40,20.70,22.90,1.88,0,639
24.10,17.80,21.07,1.51,0,640
21.50,17,18.83,0.99,0,641
24.60,17.30,21.72,2.39,0,642
25.70,20.80,22.80,1.15,0,643
22.50,16.60,19.90,1.88,0,644
27.10,18.10,21.82,2.71,0,645
24.10,18.90,21.82,1.25,0,646
27,19,22.31,1.67,0,647
21.50,13.40,19.05,1.75,0,648
28.70,19.80,23.89,2.38,0,649
26.20,19.50,22.89,1.58,0,650
26.90,21.40,24.24,1.47,0,651
33.50,20.30,23.38,2.78,0,652
23.10,16.60,19.83,1.84,0,653
27.90,19.40,23.70,1.94,0,654
26.60,21.40,24.10,1.53,0,655
24.50,18.30,20.48,1.53,0,656
27.50,19.60,23.17,2.04,0,657
25,20.90,23.26,1.02,0,658
24.50,18.80,21.22,1.75,0,659
27.30,17.30,23.28,2.37,0,660
27.40,21.30,24.58,1.91,0,661
29.30,21.70,24.75,2.04,0,662
26.10,21.40,23.96,1.63,0,663
24.40,19.80,22.70,1.14,0,664
27.50,20.40,24.27,1.73,0,665
24.50,20.80,22.61,1.26,0,666
25.70,19.10,22.01,1.78,0,667
26.70,19.60,23.54,1.60,0,668
26.70,21.60,23.98,1.44,0,669
24.40,19.50,22.34,1.46,0,670
26.60,19.30,22.55,1.85,0,671
28.10,21.20,24.54,1.76,0,672
26.30,21.70,24.76,1.06,0,673
29.70,22.30,24.74,1.97,0,674
26.10,18.50,21.81,1.91,0,675
24.40,18.80,21.32,1.60,0,676
26,19.30,22.79,1.66,0,677
28.60,17.80,22.15,2.27,0,678
25.10,20.50,22.49,1.29,0,679
24.50,20.30,22.57,1.34,0,680
28.40,19.80,23.37,2.09,0,681
29.60,20.60,24.77,2.02,0,682
25.60,19.90,22.79,1.88,0,683
25.90,19.60,21.87,1.65,0,684
28.50,22.70,25.80,1.66,0,685
26.70,20.60,23.41,1.82,0,686
27.10,21.10,24.32,1.50,0,687
26.40,20.90,24.14,1.70,0,688
26.50,19.30,23.34,1.79,0,689
30.30,20.80,24.54,2.51,0,690
32.10,21.20,26.11,2.56,0,691
27.20,20.90,23.23,1.72,0,692
25.40,19.60,22.35,1.56,0,693
31.10,22.50,26.14,1.92,0,694
27.60,21.40,24.09,1.65,0,695
26,20,23.30,1.32,0,696
30.20,22.80,25.85,2.04,0,697
28,23,24.81,1.33,0,698
25.10,20.50,23.13,1.54,0,699
29.80,20,24.31,2.56,0,700
27.10,21.10,23.89,1.66,0,701
26.60,19.90,22.67,1.76,0,702
30.60,22.50,25.80,2.17,0,703
25.40,20.10,22.73,1.45,0,704
24.90,19.10,22.40,1.46,0,705
27.60,20.80,23.66,1.97,0,706
24.70,19.80,22.55,1.41,0,707
