Max_Ve,Min_Ve,Avg_Ve,Std_Ve,is_error,N
26.40,17.80,21.77,2.22,0,650
22.70,17.50,20.69,1.62,0,651
30.20,19.50,23.51,2.94,0,652
26.90,17.10,21.75,2.63,0,653
25.20,19.20,21.75,1.76,0,654
25.50,18,21.76,2.29,0,655
83.90,18,24.30,14.21,0,656
26.50,18.30,21.93,2.44,0,657
23.60,16.30,21.27,1.97,0,658
27.60,18,22.03,2.55,0,659
25.40,16.80,20.76,2.49,0,660
24.80,17.10,20.96,2.36,0,661
25.20,18.80,21.62,1.85,0,662
84.60,19.80,26.61,13.89,0,663
23.90,15.60,20.06,2.51,0,664
29.70,17.90,21.89,2.86,0,665
27.80,18.70,21.93,2.40,0,666
24.30,19.10,22.20,1.51,0,667
27,19.20,22.49,1.85,0,668
29,17,23.03,3.35,0,669
27.80,18.60,22.65,2.17,0,670
25.30,16.80,21.47,2.50,0,671
29.60,16.50,22,3.61,0,672
25.60,15.60,21.49,2.35,0,673
28.20,18.30,23.62,2.72,0,674
27.80,19,22.25,2.86,0,675
26.60,17.70,22.14,2.16,0,676
25.30,17.10,21.24,2.02,0,677
26.60,16.40,21.38,2.67,0,678
28.10,18.30,23.02,2.55,0,679
26.10,18.40,21.41,2.03,0,680
25.60,17.10,21.55,2.18,0,681
30.60,18.80,23.96,3.12,0,682
29.20,21.50,24.74,1.97,0,683
27.40,18.80,21.42,2.63,0,684
25,17.80,21.71,1.94,0,685
26.10,18.80,21.64,2.29,0,686
27.40,17.80,22.62,2.45,0,687
24.40,17.40,21.07,1.86,0,688
26.70,16.40,22.01,3.37,0,689
26.20,15.80,21.84,2.38,0,690
24.60,16.90,21.64,2.06,0,691
25,17.60,21.50,2,0,692
27.80,17.70,21.53,2.72,0,693
26.80,18.30,21.25,2.70,0,694
36.80,17.10,21.80,4.05,0,695
27,17.40,22.39,2.73,0,696
24.90,17.20,21.57,2.03,0,697
25.50,18.70,21.65,1.65,0,698
27.30,17.30,22.54,2.57,0,699
26.90,18.10,22.19,2.84,0,700
24.80,19.50,22.17,1.43,0,701
24.70,17.60,21.27,1.71,0,702
24.50,17.40,20.60,1.93,0,703
29.30,18.90,21.54,2.54,0,704
28.20,17.70,21.71,2.31,0,705
