Max_Ve,Min_Ve,Avg_Ve,Std_Ve,is_error,N
9.60,6.80,7.91,0.74,0,384
8.50,6.30,7.36,0.61,0,385
8,5.20,6.36,0.72,0,386
9.90,5.50,7.98,1.16,0,387
8,4.90,6.88,0.82,0,388
9.90,6.30,7.94,0.84,0,389
9.40,7.20,8.31,0.65,0,390
8.80,5.30,6.57,0.86,0,391
8.10,6,7.15,0.65,0,392
7.40,4.60,6.37,0.69,0,393
7.80,5.40,6.81,0.67,0,394
8.60,4.10,6.51,1.17,0,395
7.10,4.40,5.63,0.66,0,396
6.50,4.80,5.57,0.46,0,397
7.10,3.70,5.53,0.93,0,398
8,4.20,5.65,0.97,0,399
8.40,5,7.15,0.89,0,400
6.50,4.20,5.10,0.60,0,401
7.40,3.80,5.68,1.10,0,402
7.10,4.20,5.58,0.78,0,403
7.30,4.30,5.96,0.78,0,404
7.10,3.70,5.24,1.05,0,405
7.90,4.40,6.06,0.94,0,406
7.60,4.60,6.22,0.82,0,407
9.70,4.30,6.08,1.48,0,408
7.10,5.10,5.82,0.67,0,409
7.10,4.10,5.44,0.96,0,410
10.80,4.40,5.66,1.41,0,411
7,3.80,4.90,0.74,0,412
8.60,5.80,7.09,0.80,0,413
9.40,5.30,7.75,0.93,0,414
8.30,6.40,7.07,0.55,0,415
8.50,5.80,7.08,0.71,0,416
9.30,6.20,7.85,0.91,0,417
9.20,6,7.25,0.74,0,418
9.20,5.90,7.54,0.70,0,419
9.40,6.40,7.81,0.85,0,420
14.90,6.30,8.03,1.89,0,421
8.90,5.80,7.60,0.79,0,422
9,6.10,7.33,0.72,0,423
8.60,6.10,7.43,0.73,0,424
7.90,5.50,6.63,0.61,0,425
8,4.90,6.94,0.75,0,426
8.60,6.20,7.37,0.70,0,427
8.70,5.80,6.79,0.78,0,428
8.60,6,7.16,0.75,0,429
9.20,5.90,7.30,0.93,0,430
8.50,5.40,6.80,0.72,0,431
8.90,5.50,7.47,0.82,0,432
9.10,6.50,7.88,0.71,0,433
8.90,5.70,7.40,0.79,0,434
8.70,6.50,7.74,0.70,0,435
8.10,4.80,6.48,0.79,0,436
8.20,5.50,6.86,0.71,0,437
8.60,5.90,7.33,0.85,0,438
9.30,6.40,7.68,0.76,0,439
9.40,6.30,7.97,0.84,0,440
9.10,6.70,7.77,0.61,0,441
10.20,6.50,7.66,0.90,0,442
10.80,7.10,8.37,0.77,0,443
7.80,4.50,6.52,0.89,0,444
9.80,5.60,7.52,1.12,0,445
8.40,5.90,6.70,0.60,0,446
10.80,4.80,6.39,1.35,0,447
8.50,5.80,6.84,0.68,0,448
9.20,6.40,7.48,0.84,0,449
7.40,5.50,6.63,0.62,0,450
9.50,5.80,7.23,0.86,0,451
8.40,5.60,7.19,0.71,0,452
10.90,6.90,8.17,1.01,0,453
9.50,5.80,7.58,0.94,0,454
9.30,6.10,7.77,0.69,0,455
9.50,5.90,7.74,1.01,0,456
9,6,7.81,0.85,0,457
9.30,6.60,8.08,0.82,0,458
10.50,6.40,8.30,1.10,0,459
11.20,6.70,8.46,1.09,0,460
9.40,6.70,7.79,0.76,0,461
9.90,6.90,8.51,0.79,0,462
11.10,6.20,8.46,1.27,0,463
9.70,5.80,8.12,1.01,0,464
9.70,6.40,7.86,0.87,0,465
10.70,7.40,8.34,0.71,0,466
10.30,6.90,8.18,0.76,0,467
11.20,7.60,8.84,0.84,0,468
16.70,6.70,8.90,2.34,0,469
30.30,6.10,9.06,5.07,0,470
17.50,6.60,8.16,2.36,0,471
9.40,5.90,7.57,0.92,0,472
9,6.40,7.57,0.81,0,473
14.80,6.20,8.18,1.89,0,474
9.40,5.80,7.16,0.92,0,475
17.50,7.10,8.52,2.21,0,476
11.10,6.70,8.31,1.03,0,477
8.80,5.70,7.66,0.87,0,478
10.30,6.40,8.03,0.87,0,479
10.10,6.30,8.40,0.98,0,480
11.60,5.90,7.93,1.30,0,481
8.40,5.70,7.22,0.68,0,482
8.80,5.10,6.71,1.02,0,483
9.10,5.40,6.79,0.92,0,484
7.30,4.70,6.17,0.69,0,485
8.30,4.80,6.59,0.98,0,486
7.80,5.10,6.23,0.62,0,487
9.40,5.40,7.11,0.93,0,488
8.70,6,7.23,0.71,0,489
11.10,6.10,8.25,1.20,0,490
9.10,6.70,7.83,0.58,0,491
10.60,6.80,8.38,0.92,0,492
8.90,6.50,7.88,0.66,0,493
10.40,6.60,8.20,0.85,0,494
9.60,6.80,7.68,0.73,0,495
11.30,6.40,8.07,1.07,0,496
11,6.80,8.36,0.83,0,497
9.10,6.30,7.81,0.89,0,498
18.20,6.20,9.09,2.29,0,499
10.80,6.50,8.21,0.98,0,500
8.20,6.40,7.22,0.54,0,501
21.90,6.20,8.33,3.34,0,502
9,5.70,7.65,0.85,0,503
25.10,4.60,8.65,4.04,0,504
11.10,6.90,8.49,1.10,0,505
12.60,6.90,9.52,1.47,0,506
10.70,7.50,9.28,0.86,0,507
10.40,6,7.53,0.88,0,508
10.10,7.40,8.60,0.87,0,509
9.40,6.60,8.06,0.81,0,510
10.90,7,8.81,0.91,0,511
16.10,7.70,10.18,2.19,0,512
10,6.50,7.87,0.75,0,513
10.70,6.70,8.30,0.96,0,514
12.60,4,8.83,1.80,0,515
9.70,7,7.77,0.72,0,516
11,6.50,8.54,1.06,0,517
18.40,7.60,9.14,2.30,0,518
9,6.60,7.70,0.64,0,519
10.10,7.30,8.41,0.83,0,520
13,7.60,9.75,1.43,0,521
9.50,6.80,8.11,0.78,0,522
9.10,7.10,8.15,0.50,0,523
10.30,6.80,8.41,0.90,0,524
11.20,7.10,8.57,0.95,0,525
14.60,7.90,9.38,1.69,0,526
20.90,7.70,9.85,2.80,0,527
13.30,7.60,9.38,1.56,0,528
9,6.50,7.56,0.67,0,529
10,6.80,8.35,0.87,0,530
11.30,6.40,8.59,1.16,0,531
9.10,6.40,7.67,0.67,0,532
11.50,8,9.25,0.94,0,533
11,6.70,8.72,1.13,0,534
8,5.60,6.82,0.71,0,535
8.60,6.10,7.22,0.63,0,536
10,7.50,8.90,0.74,0,537
6.60,4,5.37,0.68,0,538
7.40,4.50,6.07,0.88,0,539
11.40,4.60,6.67,1.53,0,540
6.50,3.90,5.14,0.67,0,541
10.30,4.40,6.37,1.34,0,542
12.40,5.80,7.90,1.48,0,543
8.60,5,6.19,0.85,0,544
6,4.10,5.02,0.58,0,545
6.50,4,5.45,0.84,0,546
7.10,4.30,5.52,0.81,0,547
8.50,3.80,5.81,1.07,0,548
23.20,4.80,7.28,4.10,0,549
6.70,4.10,5.09,0.72,0,550
7.40,3.90,5.94,0.83,0,551
9.40,3.50,5.63,1.36,0,552
6.20,3.80,5.15,0.64,0,553
11.30,5,6.37,1.41,0,554
7.30,5.20,6.16,0.56,0,555
9.20,5.80,7.14,0.95,0,556
7.60,5.10,6.64,0.73,0,557
9.50,5.20,6.68,1.35,0,558
10.60,5.30,7.45,1.32,0,559
8.30,5.40,6.63,0.60,0,560
9.10,5.90,7.43,0.93,0,561
9.10,5.30,6.99,1,0,562
8.10,5.70,6.62,0.75,0,563
9.10,6.50,7.60,0.80,0,564
9.30,5.20,7.14,1.02,0,565
8.60,5.40,6.94,1,0,566
12.60,7.10,8.74,1.46,0,567
9.70,6.40,7.91,0.92,0,568
11.40,6.50,8.61,1.41,0,569
9.60,5.80,7.80,0.96,0,570
9.20,5.90,7.68,0.88,0,571
10.20,6.30,8.31,1.14,0,572
22.50,6.10,9.76,3.94,0,573
9.10,5.60,7.36,0.71,0,574
10.60,5.60,7.09,1.28,0,575
10.80,6.10,7.54,1.20,0,576
9.10,5.80,7.52,0.76,0,577
16,5.30,8.62,2.35,0,578
10.50,7,8.51,0.90,0,579
11,5.90,7.59,1.10,0,580
11.30,5.70,8.75,1.42,0,581
11.40,6.50,8.60,1.20,0,582
8.60,5.60,7.10,0.93,0,583
10.80,7,8.81,1.25,0,584
11,6,8.24,1.15,0,585
8.60,6.30,7.51,0.63,0,586
11.20,7.10,8.28,1,0,587
13,5.90,7.63,1.53,0,588
10.80,6.20,8.21,1.17,0,589
9.90,6.50,8.12,0.97,0,590
9.10,4.50,7.56,1.17,0,591
12.60,6.40,8.53,1.54,0,592
14.30,4.60,7.40,1.95,0,593
10.30,6.50,8.34,0.82,0,594
11.20,7.60,9.29,1.12,0,595
13.10,8,10,1.31,0,596
10.20,6.40,8.58,0.87,0,597
10.60,8.10,9.07,0.73,0,598
11.70,5.60,8.19,1.42,0,599
9.20,5.30,7.37,1.20,0,600
11.90,5.70,8.44,1.43,0,601
26.50,6.20,8.54,4.35,0,602
8.20,5.50,6.86,0.58,0,603
11.50,5.90,7.95,1.18,0,604
10.50,6.30,8.19,1.05,0,605
7.90,5.70,6.98,0.67,0,606
9.40,5.90,7.54,0.97,0,607
9.70,6.40,7.87,0.99,0,608
9.60,6,7.38,0.99,0,609
8,4.90,6.67,0.90,0,610
8.30,5,6.82,0.90,0,611
9.90,5.50,7.64,1.07,0,612
7.60,5.40,6.31,0.68,0,613
8.40,5.70,7.08,0.78,0,614
33.90,7.60,10.58,5.60,0,615
20.60,6.50,9.40,3.68,0,616
8.80,5.60,7.45,0.84,0,617
11.30,5.20,7.30,1.50,0,618
7.50,4,6,0.82,0,619
8.70,5,7.03,1.01,0,620
9.30,5.20,6.92,1.14,0,621
6.90,4.90,6.01,0.59,0,622
8.60,5.40,6.95,0.85,0,623
9.20,4,6.86,1.24,0,624
